group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Integer-mul,inertia,1,,,43689397.0,ns,2537128
Integer-mul,inertia,1,,,44324192.0,ns,2594790
Integer-mul,inertia,1,,,45138250.0,ns,2652452
Integer-mul,inertia,1,,,49942275.0,ns,2710114
Integer-mul,inertia,1,,,47444547.0,ns,2767776
Integer-mul,inertia,1,,,48505472.0,ns,2825438
Integer-mul,inertia,1,,,49138539.0,ns,2883100
Integer-mul,inertia,1,,,49981564.0,ns,2940762
Integer-mul,inertia,1,,,51847509.0,ns,2998424
Integer-mul,inertia,1,,,52572053.0,ns,3056086
Integer-mul,inertia,1,,,53283623.0,ns,3113748
Integer-mul,inertia,1,,,54187893.0,ns,3171410
Integer-mul,inertia,1,,,54850466.0,ns,3229072
Integer-mul,inertia,1,,,56555636.0,ns,3286734
Integer-mul,inertia,1,,,56864342.0,ns,3344396
Integer-mul,inertia,1,,,58421413.0,ns,3402058
Integer-mul,inertia,1,,,59718313.0,ns,3459720
Integer-mul,inertia,1,,,59640125.0,ns,3517382
Integer-mul,inertia,1,,,60962184.0,ns,3575044
Integer-mul,inertia,1,,,62026720.0,ns,3632706
Integer-mul,inertia,1,,,62782568.0,ns,3690368
Integer-mul,inertia,1,,,63906280.0,ns,3748030
Integer-mul,inertia,1,,,64653870.0,ns,3805692
Integer-mul,inertia,1,,,65701669.0,ns,3863354
Integer-mul,inertia,1,,,67032771.0,ns,3921016
Integer-mul,inertia,1,,,67950977.0,ns,3978678
Integer-mul,inertia,1,,,68577127.0,ns,4036340
Integer-mul,inertia,1,,,69922146.0,ns,4094002
Integer-mul,inertia,1,,,70760792.0,ns,4151664
Integer-mul,inertia,1,,,72060034.0,ns,4209326
Integer-mul,inertia,1,,,73061497.0,ns,4266988
Integer-mul,inertia,1,,,74223749.0,ns,4324650
Integer-mul,inertia,1,,,74962624.0,ns,4382312
Integer-mul,inertia,1,,,76382174.0,ns,4439974
Integer-mul,inertia,1,,,77283327.0,ns,4497636
Integer-mul,inertia,1,,,77638618.0,ns,4555298
Integer-mul,inertia,1,,,79015710.0,ns,4612960
Integer-mul,inertia,1,,,79628753.0,ns,4670622
Integer-mul,inertia,1,,,81047725.0,ns,4728284
Integer-mul,inertia,1,,,81660181.0,ns,4785946
Integer-mul,inertia,1,,,82803188.0,ns,4843608
Integer-mul,inertia,1,,,83774908.0,ns,4901270
Integer-mul,inertia,1,,,84833551.0,ns,4958932
Integer-mul,inertia,1,,,86387449.0,ns,5016594
Integer-mul,inertia,1,,,86636028.0,ns,5074256
Integer-mul,inertia,1,,,87277834.0,ns,5131918
Integer-mul,inertia,1,,,87926467.0,ns,5189580
Integer-mul,inertia,1,,,89431199.0,ns,5247242
Integer-mul,inertia,1,,,91181026.0,ns,5304904
Integer-mul,inertia,1,,,90968967.0,ns,5362566
Integer-mul,inertia,1,,,92202422.0,ns,5420228
Integer-mul,inertia,1,,,93360352.0,ns,5477890
Integer-mul,inertia,1,,,93429396.0,ns,5535552
Integer-mul,inertia,1,,,96232599.0,ns,5593214
Integer-mul,inertia,1,,,96431536.0,ns,5650876
Integer-mul,inertia,1,,,97514288.0,ns,5708538
Integer-mul,inertia,1,,,98112221.0,ns,5766200
